TITLE,TOKENS,TOKENS-VAD,V-MED,A-MED,D-MED
Конфликт церквей: действующие лица,"конфликт,церков,действ,лиц","конфликт (0.335;0.906;0.471) ,действ (0.698;0.643;0.500) ",0.516,0.774,0.485
"Варфоломей попросил поддержки в признании ""новой церкви"" на Украине","варфолом,попрос,поддержк,признан,нов,церков,украин","признан (0.469;0.642;0.460) ,нов (0.917;0.490;0.582) ",0.693,0.566,0.521
Экзарх Белоруссии: Украинский томос – трагедия всеправославного масштаба,"экзарх,белорусс,украинск,томос,трагед,всеправославн,масштаб",трагед (0.100;0.910;0.442) ,0.1,0.91,0.442
В Стамбуле обещают сегодня подписать Томос об автокефалии раскольнической церкви Украины,"стамбул,обеща,сегодн,подписыва,томос,автокефал,раскольническ,церков,украин",обеща (0.571;0.551;0.593) ,0.571,0.551,0.593
Варфоломей требует от православных церквей признать ПЦУ,"варфолом,требова,православн,церков,признава,пцу",требова (0.398;0.439;0.560) ,0.398,0.439,0.56
Раскольники планируют выставить томос на всеобщее обозрение в Киеве,"раскольник,планирова,выставля,томос,всеобщ,обозрен,ки",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
Процедура предоставления Вселенским патриархом Томоса об автокефалии Православной церкви Украины начнется сегодня,"процедур,предоставлен,вселенск,патриарх,томос,автокефал,православн,церков,украин,начина,сегодн",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
В Стамбуле начинается процедура предоставления томоса об автокефалии ПЦУ,"стамбул,начина,процедур,предоставлен,томос,автокефал,пцу",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
"Глава ""новой церкви"" Украины пообещал выставить на обозрение ""томос автокефалии""","глав,нов,церков,украин,пообеща,выставля,обозрен,томос,автокефал","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
Варфоломей напомнил о Судном дне главам поместных церквей,"варфолом,напомина,судн,ден,глав,поместн,церков","напомина (0.721;0.415;0.563) ,глав (0.550;0.410;0.345) ",0.635,0.412,0.454
"Патриарх Варфоломей попросил поддержки в признании ""новой церкви"" на Украине","патриарх,варфолом,попрос,поддержк,признан,нов,церков,украин","признан (0.469;0.642;0.460) ,нов (0.917;0.490;0.582) ",0.693,0.566,0.521
Варфоломей призвал к признанию украинской автокефалии,"варфолом,призыва,признан,украинск,автокефал",признан (0.469;0.642;0.460) ,0.469,0.642,0.46
Интриги и коварство. Новая церковь на Украине накануне получения томоса,"интриг,коварств,нов,церков,украин,наканун,получен,томос","интриг (0.500;0.406;0.573) ,коварств (0.410;0.417;0.467) ,нов (0.917;0.490;0.582) ",0.609,0.438,0.541
"Варфоломей нанес вред ""митрополиту"" Епифанию –Польская Православная Церковь","варфолом,нанос,вред,митропол,епифан,польск,православн,церков",вред (0.250;0.794;0.480) ,0.25,0.794,0.48
Украинская таможня не пропустила тираж рождественского послания патриарха Кирилла – РПЦ,"украинск,таможн,пропуска,тираж,рождественск,послан,патриарх,кирилл,рпц",послан (0.604;0.417;0.535) ,0.604,0.417,0.535
Киев опроверг сообщения о планах лишить УПЦ Киево-Печерской лавры,"ки,опроверга,сообщен,план,лиша,упц,киев,печерск,лавр","ки (0.521;0.433;0.484) ,лиша (0.271;0.591;0.340) ",0.396,0.512,0.412
В администрации Порошенко опровергли информацию о планах запретить УПЦ арендовать лавры,"администрац,порошенк,опроверга,информац,план,запреща,упц,арендова,лавр",запреща (0.115;0.430;0.269) ,0.115,0.43,0.269
Киев хочет через суд отобрать у УПЦ помещения Киево-Печерской лавры,"ки,хотет,суд,отбира,упц,помещен,киев,печерск,лавр","ки (0.521;0.433;0.484) ,хотет (0.671;0.642;0.598) ,помещен (0.510;0.412;0.480) ",0.567,0.496,0.521
УПЦ лишают помещений в Киево-Печерской лавре,"упц,лиша,помещен,киев,печерск,лавр","лиша (0.271;0.591;0.340) ,помещен (0.510;0.412;0.480) ",0.391,0.501,0.41
СМИ: администрация Порошенко планирует через суд запретить аренду общинам УПЦ в лаврах,"сми,администрац,порошенк,планирова,суд,запреща,аренд,общин,упц,лавр","запреща (0.115;0.430;0.269) ,аренд (0.520;0.463;0.545) ",0.318,0.447,0.407
Кто ответит за долг Порошенко перед МВФ?,"отвеча,долг,порошенк,мвф","отвеча (0.573;0.435;0.594) ,долг (0.204;0.598;0.336) ",0.388,0.516,0.465
Расправы,расправ,расправ (0.125;0.788;0.545) ,0.125,0.788,0.545
Глава Константинопольского патриархата подтвердил намерение предоставить 6-го января томос об автокефалии УПЦ,"глав,константинопольск,патриархат,подтвержда,намерен,предоставля,го,январ,томос,автокефал,упц","глав (0.550;0.410;0.345) ,намерен (0.550;0.481;0.500) ",0.55,0.446,0.422
Варфоломей анонсировал передачу украинской церкви томоса об автокефалии,"варфолом,анонсирова,передач,украинск,церков,томос,автокефал",передач (0.615;0.520;0.455) ,0.615,0.52,0.455
Варфоломей назвал сроки предоставления томоса об автокефалии УПЦ,"варфолом,называ,срок,предоставлен,томос,автокефал,упц",срок (0.406;0.769;0.411) ,0.406,0.769,0.411
Вселенский патриарх Варфоломей подтвердил намерение предоставить томос об автокефалии Украинской православной церкви,"вселенск,патриарх,варфолом,подтвержда,намерен,предоставля,томос,автокефал,украинск,православн,церков",намерен (0.550;0.481;0.500) ,0.55,0.481,0.5
Глава Константинопольского патриархата Варфоломей подтвердил намерение предоставить 6 января томос об автокефалии УПЦ,"глав,константинопольск,патриархат,варфолом,подтвержда,намерен,предоставля,январ,томос,автокефал,упц","глав (0.550;0.410;0.345) ,намерен (0.550;0.481;0.500) ",0.55,0.446,0.422
Духовная (не)зависимость Порошенко,"духовн,зависим,порошенк",зависим (0.180;0.806;0.420) ,0.18,0.806,0.42
Патриарх Кирилл: Православные украинцы проходят через тяжелый период своей новейшей истории,"патриарх,кирилл,православн,украинец,проход,тяжел,период,сво,нов,истор",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Патриарх Кирилл призвал прихожан в Новый год молиться о верующих на Украине,"патриарх,кирилл,призыва,прихожанин,нов,год,мол,вер,украин","нов (0.917;0.490;0.582) ,мол (0.602;0.480;0.453) ",0.76,0.485,0.517
Патриарх Кирилл призвал Вселенского патриарха Варфоломея отказаться от создания автокефальной церкви на Украине,"патриарх,кирилл,призыва,вселенск,патриарх,варфолом,отказыва,создан,автокефальн,церков,украин",отказыва (0.235;0.509;0.321) ,0.235,0.509,0.321
Пока не поздно: Патриарх Кирилл призвал Варфолмея отказаться от авантюры по легализации раскола на Украине,"пок,поздн,патриарх,кирилл,призыва,варфолм,отказыва,авантюр,легализац,раскол,украин","отказыва (0.235;0.509;0.321) ,авантюр (0.568;0.798;0.361) ",0.401,0.653,0.341
Патриарх Кирилл напомнил Варфоломею о Страшном суде,"патриарх,кирилл,напомина,варфолом,страшн,суд","напомина (0.721;0.415;0.563) ,страшн (0.156;0.846;0.472) ",0.439,0.63,0.517
Патриарх Кирилл призвал Константинопольский патриархат отказаться от создания новой церкви на Украине,"патриарх,кирилл,призыва,константинопольск,патриархат,отказыва,создан,нов,церков,украин","отказыва (0.235;0.509;0.321) ,нов (0.917;0.490;0.582) ",0.576,0.499,0.452
Самозанятый новичок,"самозанима,новичок",новичок (0.417;0.430;0.267) ,0.417,0.43,0.267
Раскольники спорят с Фанаром,"раскольник,спор,фанар",спор (0.093;0.798;0.525) ,0.093,0.798,0.525
Чиновников Киевской области обязали срочно исследовать настроения верующих,"чиновник,киевск,област,обязыва,срочн,исследова,настроен,вер",настроен (0.720;0.500;0.500) ,0.72,0.5,0.5
Поклонская: Россия протягивает руку помощи,"поклонск,росс,протягива,рук,помощ",помощ (0.796;0.491;0.541) ,0.796,0.491,0.541
Аваков: Украинская автокефалия может стать дестабилизирующим фактором перед выборами,"авак,украинск,автокефал,моч,станов,дестабилизир,фактор,выбор",моч (0.449;0.529;0.391) ,0.449,0.529,0.391
Процедура предоставления томоса украинской церкви начнется в Стамбуле 5 января,"процедур,предоставлен,томос,украинск,церков,начина,стамбул,январ",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
Глава РПЦЗ назвал духовным преступлением передачу украинских храмов Константинополю,"глав,рпцз,называ,духовн,преступлен,передач,украинск,храм,константинопол","глав (0.550;0.410;0.345) ,передач (0.615;0.520;0.455) ",0.583,0.465,0.4
РПЦ учредила патриаршие экзархаты в Западной Европе и Юго-Восточной Азии,"рпц,учрежда,патриарш,экзархат,западн,европ,юг,восточн,аз","западн (0.177;0.775;0.508) ,восточн (0.541;0.408;0.402) ",0.359,0.592,0.455
Митрополит Иларион: прихожане РПЦ смогут причащаться в Пантелеимоновом монастыре на Афоне,"митропол,иларион,прихожанин,рпц,смоч,причаща,пантелеимонов,монастыр,афон",монастыр (0.438;0.413;0.475) ,0.438,0.413,0.475
РПЦ: власти Украины нарушают конституцию в попытке лишить УПЦ канонического названия,"рпц,власт,украин,наруша,конституц,попытк,лиша,упц,каноническ,назван","наруша (0.357;0.618;0.472) ,попытк (0.625;0.491;0.431) ,лиша (0.271;0.591;0.340) ",0.418,0.567,0.414
Синод РПЦ решил образовать экзархат в Западной Европе,"синод,рпц,реша,образовыва,экзархат,западн,европ",западн (0.177;0.775;0.508) ,0.177,0.775,0.508
Опрос показал отношение украинцев к созданию новой церкви,"опрос,показыва,отношен,украинец,создан,нов,церков",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Религиозное рейдерство на Украине проходит под покровом ночи,"религиозн,рейдерств,украин,проход,покр,ноч",покр (0.562;0.458;0.457) ,0.562,0.458,0.457
Митрополит Онуфрий: Храмы УПЦ в частях ВСУ на грани закрытия,"митропол,онуфр,храм,упц,част,всу,гран,закрыт",част (0.594;0.481;0.525) ,0.594,0.481,0.525
На Украине начали активную передачу храмов УПЦ раскольникам,"украин,начина,активн,передач,храм,упц,раскольник","начина (0.490;0.480;0.387) ,передач (0.615;0.520;0.455) ",0.552,0.5,0.421
Конфликт РПЦ и Константинополя усугубился из-за автокефалии – грузинский патриарх Илия II,"конфликт,рпц,константинопол,усугубля,автокефал,грузинск,патриарх,ил,ii","конфликт (0.335;0.906;0.471) ,усугубля (0.108;0.778;0.357) ",0.222,0.842,0.414
Вассальный захват: Главный сторонник томоса в УПЦ отказался поддержать автокефалию,"вассальн,захват,главн,сторонник,томос,упц,отказыва,поддержива,автокефал","захват (0.357;0.650;0.537) ,отказыва (0.235;0.509;0.321) ,поддержива (0.708;0.471;0.569) ",0.433,0.543,0.476
Власти на Украине начали перевод храмов из УПЦ в новую церковь,"власт,украин,начина,перевод,храм,упц,нов,церков","начина (0.490;0.480;0.387) ,перевод (0.510;0.509;0.473) ,нов (0.917;0.490;0.582) ",0.639,0.493,0.481
Епифаний будет агитировать за Порошенко в томос-туре по 17 областям Украины,"епифан,агитирова,порошенк,томос,тур,област,украин","агитирова (0.300;0.796;0.593) ,тур (0.663;0.545;0.543) ",0.482,0.671,0.568
"В раскольники ""по разнарядке"": Властям Винницкой области приказали перевести приходы в ""новую церковь""","раскольник,разнарядк,власт,винницк,област,приказыва,перевест,приход,нов,церков",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Новая церковь Украины намерена получить Печерскую и Почаевскую лавры,"нов,церков,украин,намер,получа,печерск,почаевск,лавр",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Принцип разделения церквей,"принцип,разделен,церков",разделен (0.271;0.623;0.391) ,0.271,0.623,0.391
Принцип разделения церквей,"принцип,разделен,церков",разделен (0.271;0.623;0.391) ,0.271,0.623,0.391
"СМИ: Грузинская церковь поддержала украинскую ""автокефалию""","сми,грузинск,церков,поддержива,украинск,автокефал",поддержива (0.708;0.471;0.569) ,0.708,0.471,0.569
Украина. Хроника церковной войны,"украин,хроник,церковн,войн",хроник (0.427;0.571;0.586) ,0.427,0.571,0.586
В Москве расскажут о дискриминации православных на Украине,"москв,рассказыва,дискриминац,православн,украин",дискриминац (0.051;0.724;0.379) ,0.051,0.724,0.379
"Глава Элладской церкви не упомянул во время службы главу ""церкви Украины"" Епифания","глав,элладск,церков,упомина,врем,служб,глав,церков,украин,епифан","глав (0.550;0.410;0.345) ,глав (0.550;0.410;0.345) ",0.55,0.41,0.345
Срок военного положения истек,"срок,воен,положен,истека","срок (0.406;0.769;0.411) ,положен (0.450;0.520;0.547) ,истека (0.514;0.440;0.455) ",0.457,0.576,0.471
"Патриарх Кирилл назвал закон о переименовании УПЦ ""совершенно безумным""","патриарх,кирилл,называ,закон,переименован,упц,совершен,безумн","совершен (0.472;0.519;0.582) ,безумн (0.088;0.787;0.309) ",0.28,0.653,0.446
Эксперт: поместные церкви со временем должны пересмотреть статус Константинополя,"эксперт,поместн,церков,врем,должн,пересматрива,статус,константинопол",пересматрива (0.448;0.442;0.582) ,0.448,0.442,0.582
Патриарх Кирилл назвал преступными действия Константинополя на Украине,"патриарх,кирилл,называ,преступн,действ,константинопол,украин","преступн (0.122;0.863;0.580) ,действ (0.698;0.643;0.500) ",0.41,0.753,0.54
Патриарх Кирилл призвал молиться за каноническую украинскую церковь,"патриарх,кирилл,призыва,мол,каноническ,украинск,церков",мол (0.602;0.480;0.453) ,0.602,0.48,0.453
"Патриарх Кирилл предрек ""кровавые конфликты"" из-за смены названия УПЦ","патриарх,кирилл,предрека,кровав,конфликт,смен,назван,упц","кровав (0.031;0.910;0.518) ,конфликт (0.335;0.906;0.471) ,смен (0.490;0.480;0.528) ",0.285,0.765,0.506
Патриарх Кирилл: безумный закон о переименовании УПЦ разрушит каноническую церковь на Украине,"патриарх,кирилл,безумн,закон,переименован,упц,разруша,каноническ,церков,украин",безумн (0.088;0.787;0.309) ,0.088,0.787,0.309
Достижение Порошенко: Roshen заняла 25-е место в рейтинге кондитерских фирм,"достижен,порошенк,roshen,занима,е,мест,рейтинг,кондитерск,фирм",мест (0.427;0.410;0.312) ,0.427,0.41,0.312
СМИ: Варфоломею отдадут резиденцию Януковича в Межигорье,"сми,варфолом,отдава,резиденц,янукович,межигор",отдава (0.865;0.618;0.437) ,0.865,0.618,0.437
Суслов: Томос и разрыв договора о дружбе с Россией имеют нулевой выхлоп,"сусл,томос,разр,договор,дружб,росс,имет,нулев,выхлоп",разр (0.303;0.439;0.250) ,0.303,0.439,0.25
Серебрич: Украинская власть будет силой загонять священников в новую структуру,"серебрич,украинск,власт,сил,загоня,священник,нов,структур",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Вне военного положения. Ориентации США на Порошенко и России на Медведчука,"вне,воен,положен,ориентац,сша,порошенк,росс,медведчук",положен (0.450;0.520;0.547) ,0.45,0.52,0.547
"Варфоломей пошутил о ""взятке"" шоколадом от Порошенко за автокефалию","варфолом,пошут,взятк,шоколад,порошенк,автокефал","взятк (0.112;0.690;0.472) ,шоколад (0.885;0.480;0.418) ",0.498,0.585,0.445
Поклонская: Зачинщики томоса на Украине создают новую религию,"поклонск,зачинщик,томос,украин,создава,нов,религ",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Новой церкви нет ни юридически,"нов,церков,юридическ",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Порошенко поблагодарил за томос конфетами — патриарх Варфоломей,"порошенк,поблагодар,томос,конфет,патриарх,варфолом",конфет (0.930;0.425;0.384) ,0.93,0.425,0.384
"Генсек ОБСЕ назвал создание ""новой церкви"" на Украине провокацией","генсек,обс,называ,создан,нов,церков,украин,провокац",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
"РПЦ: новая церковь отбросит Украину ""еще дальше от мира""","рпц,нов,церков,отбрасыва,украин,далек,мир",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
На Украине появились агитационные билборды Порошенко с рекламой раскольников,"украин,появля,агитацион,билборд,порошенк,реклам,раскольник",реклам (0.600;0.566;0.539) ,0.6,0.566,0.539
"Главу ""новой церкви"" Украины разыграли по телефону","глав,нов,церков,украин,разыгрыва,телефон","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
Во Львовской области приход канонической церкви перешел к раскольникам,"львовск,област,приход,каноническ,церков,переход,раскольник",переход (0.605;0.561;0.558) ,0.605,0.561,0.558
Поможет Порошенко,"помога,порошенк",помога (0.930;0.624;0.471) ,0.93,0.624,0.471
"Российские пранкеры разыграли главу ""новой церкви"" Украины","российск,пранкер,разыгрыва,глав,нов,церков,украин","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
Мы расстаемся окончательно и бесповоротно,"расстава,окончательн,бесповоротн",расстава (0.250;0.720;0.357) ,0.25,0.72,0.357
Украинская православная церковь меняет свое название. Соответствующий указ подписал президент Петр Порошенко,"украинск,православн,церков,меня,сво,назван,соответств,указ,подписыва,президент,петр,порошенк",указ (0.520;0.418;0.446) ,0.52,0.418,0.446
Церковные планы Порошенко потерпели фиаско,"церковн,план,порошенк,потерпет,фиаск",фиаск (0.167;0.600;0.200) ,0.167,0.6,0.2
Каноническая УПЦ отказалась выполнять закон Верховной рады,"каноническ,упц,отказыва,выполня,закон,верховн,рад","отказыва (0.235;0.509;0.321) ,рад (0.573;0.402;0.358) ",0.404,0.456,0.34
"БПЦ назвала созданную ""новую церковь"" Украины раскольнической","бпц,называ,создава,нов,церков,украин,раскольническ",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
"Глава ""новой церкви"" Украины поблагодарил посла США за поддержку","глав,нов,церков,украин,поблагодар,посол,сша,поддержк","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
"В Белоруссии признали раскольнической ""новую церковь"" Украины","белорусс,признава,раскольническ,нов,церков,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
"Белорусская православная церковь не признала ""новую церковь"" на Украине","белорусск,православн,церков,признава,нов,церков,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
В Верховной раде Украины голосовали за переименование канонической Украинской православной церкви,"верховн,рад,украин,голосова,переименован,каноническ,украинск,православн,церков",рад (0.573;0.402;0.358) ,0.573,0.402,0.358
Экспертное управление Рады отклонило закон о переименовании УПЦ,"экспертн,управлен,рад,отклоня,закон,переименован,упц","рад (0.573;0.402;0.358) ,отклоня (0.146;0.765;0.431) ",0.359,0.584,0.394
Дискриминация и наказание: В РПЦ озвучили цель закона о смене названия УПЦ,"дискриминац,наказан,рпц,озвучива,цел,закон,смен,назван,упц","дискриминац (0.051;0.724;0.379) ,наказан (0.156;0.852;0.462) ,цел (0.481;0.569;0.567) ,смен (0.490;0.480;0.528) ",0.294,0.656,0.484
Верховная рада лишила каноническую УПЦ ее названия,"верховн,рад,лиша,каноническ,упц,назван","рад (0.573;0.402;0.358) ,лиша (0.271;0.591;0.340) ",0.422,0.496,0.349
Рада обязала УПЦ указывать в названии принадлежность к России,"рад,обязыва,упц,указыва,назван,принадлежн,росс","рад (0.573;0.402;0.358) ,принадлежн (0.443;0.726;0.509) ",0.508,0.564,0.433
Путина беспокоит передел религиозной собственности на Украине,"путин,беспоко,передел,религиозн,собствен,украин",беспоко (0.208;0.780;0.370) ,0.208,0.78,0.37
Рада приняла лишающий каноническую церковь Украины названия закон,"рад,принима,лиша,каноническ,церков,украин,назван,закон","рад (0.573;0.402;0.358) ,лиша (0.271;0.591;0.340) ",0.422,0.496,0.349
Белорусские православные не будут молиться в церкви Епифания,"белорусск,православн,мол,церков,епифан",мол (0.602;0.480;0.453) ,0.602,0.48,0.453
Верховная рада изменила название Украинской православной церкви,"верховн,рад,изменя,назван,украинск,православн,церков",рад (0.573;0.402;0.358) ,0.573,0.402,0.358
Путин назвал мотивы Константинополя в создании новой церкви на Украине,"путин,называ,мот,константинопол,создан,нов,церков,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Верховная Рада: Сегодня каноническую УПЦ могут переименовать,"верховн,рад,сегодн,каноническ,упц,моч,переименовыва","рад (0.573;0.402;0.358) ,моч (0.449;0.529;0.391) ",0.511,0.466,0.374
"Патриарх Кирилл призвал православный мир не признавать украинскую ""новую церковь""","патриарх,кирилл,призыва,православн,мир,признава,украинск,нов,церков",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Украинские раскольники пытались скопировать посох Киевского митрополита,"украинск,раскольник,пыта,скопирова,посох,киевск,митропол",пыта (0.062;0.890;0.361) ,0.062,0.89,0.361
Украинские раскольники пытались заказать в РФ копию посоха святителя Петра для новой церкви,"украинск,раскольник,пыта,заказыва,рф,коп,посох,святител,петр,нов,церков","пыта (0.062;0.890;0.361) ,коп (0.552;0.465;0.465) ,нов (0.917;0.490;0.582) ",0.51,0.615,0.469
Митрополит Молдавии: На Украине церковь превращается в политическую партию,"митропол,молдав,украин,церков,превраща,политическ,парт",превраща (0.448;0.469;0.451) ,0.448,0.469,0.451
Не по-божески. Что хотят получить с Поршенко Филарет,"божеск,хотет,получа,поршенк,филарет",хотет (0.671;0.642;0.598) ,0.671,0.642,0.598
Матвиенко: Беспредел с УПЦ начался после приезда человека из Госдепа США,"матвиенк,беспредел,упц,начина,приезд,человек,госдеп,сша",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
"Демарш. Часть прихожан Драбинко не поддержала его решение перейти в новую ""церковь""","демарш,част,прихожанин,драбинк,поддержива,решен,переход,нов,церков","част (0.594;0.481;0.525) ,поддержива (0.708;0.471;0.569) ,переход (0.605;0.561;0.558) ,нов (0.917;0.490;0.582) ",0.706,0.501,0.558
Патриарх Кирилл: На Украине политики ведут верующих к духовной погибели,"патриарх,кирилл,украин,политик,вест,верова,духовн,погибел","вест (0.323;0.657;0.455) ,погибел (0.135;0.656;0.496) ",0.229,0.657,0.476
"Украина превращается в Северную Ирландию – Бортник об итогах ""собора""","украин,превраща,северн,ирланд,бортник,итог,собор",превраща (0.448;0.469;0.451) ,0.448,0.469,0.451
Бог дал — Бог взял: Варфоломей в любой момент может забрать томос обратно — эксперт,"бог,дава,бог,взят,варфолом,люб,момент,моч,забира,томос,обратн,эксперт","момент (0.604;0.435;0.509) ,моч (0.449;0.529;0.391) ,обратн (0.594;0.406;0.598) ",0.549,0.457,0.499
Помпео поговорил с главой новой церкви Украины,"помпе,поговор,глав,нов,церков,украин","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
Нарик и Эмиль попали в историю: автокефальные авторитеты Украины вышли из сумрака,"нарик,эмил,попада,истор,автокефальн,авторитет,украин,выход,сумрак",выход (0.490;0.429;0.287) ,0.49,0.429,0.287
Ющенко поддержал вмешательство Порошенко в церковные дела,"ющенк,поддержива,вмешательств,порошенк,церковн,дел",поддержива (0.708;0.471;0.569) ,0.708,0.471,0.569
Недолго думая: Ющенко предложил присвоить УПЦ статус филиала РПЦ,"недолг,дума,ющенк,предлага,присваива,упц,статус,филиа,рпц",предлага (0.750;0.745;0.596) ,0.75,0.745,0.596
Украинская церковь заявила о независимости от Константинополя,"украинск,церков,заявля,независим,константинопол",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
Израильский журналист: Порошенко пообещал за томос отдать Варфоломею 38 объектов на Украине,"израильск,журналист,порошенк,пообеща,томос,отдава,варфолом,объект,украин",отдава (0.865;0.618;0.437) ,0.865,0.618,0.437
Новая украинская церковь заявила,"нов,украинск,церков,заявля",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Предстоятель Польской православной церкви поддержал каноническую УПЦ,"предстоятел,польск,православн,церков,поддержива,каноническ,упц",поддержива (0.708;0.471;0.569) ,0.708,0.471,0.569
Глава новой украинской церкви пообещал не захватывать храмы УПЦ,"глав,нов,украинск,церков,пообеща,захватыва,храм,упц","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
Новая украинская церковь заявила о признании ее Ватиканом,"нов,украинск,церков,заявля,признан,ватика","нов (0.917;0.490;0.582) ,признан (0.469;0.642;0.460) ",0.693,0.566,0.521
США поддерживают создание автокефальной церкви на Украине,"сша,поддержива,создан,автокефальн,церков,украин",поддержива (0.708;0.471;0.569) ,0.708,0.471,0.569
"Митрополит из США: ""Объединительный собор"" угрожает единству мирового православия""","митропол,сша,объединительн,собор,угрожа,единств,миров,православ",угрожа (0.194;0.582;0.500) ,0.194,0.582,0.5
Позор в Приморье. Украинская церковь. Путин и рэперы,"позор,примор,украинск,церков,путин,рэпер",позор (0.060;0.670;0.155) ,0.06,0.67,0.155
Рада не имеет права давать названия церковным организациям — депутат,"рад,имет,прав,дава,назван,церковн,организац,депутат","рад (0.573;0.402;0.358) ,прав (0.458;0.473;0.444) ",0.515,0.438,0.401
"Опрос в Киеве: Нужна ли ""новая церковь"" на Украине","опрос,ки,нужн,нов,церков,украин","ки (0.521;0.433;0.484) ,нов (0.917;0.490;0.582) ",0.719,0.462,0.533
Порошенко в охоте на врагов нации и государства,"порошенк,охот,враг,нац,государств","охот (0.327;0.806;0.588) ,враг (0.135;0.794;0.591) ",0.231,0.8,0.589
Порошенко связал создание единой церкви на Украине с ее независимостью,"порошенк,связыва,создан,един,церков,украин,независим",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
Создание новой церкви пока не отразилось на рейтингах Порошенко — эксперт,"создан,нов,церков,пок,отража,рейтинг,порошенк,эксперт",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Два митрополита УПЦ лишены сана и преданы анафеме,"митропол,упц,лиша,сан,преда,анафем","лиша (0.271;0.591;0.340) ,преда (0.122;0.769;0.308) ,анафем (0.286;0.490;0.519) ",0.226,0.617,0.389
Гимн вместо молитвы. Как на Украине создавали новую церковь,"гимн,вмест,молитв,украин,создава,нов,церков",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
"УПЦ предала анафеме двух митрополитов за участие в ""объединительном соборе""","упц,предава,анафем,митропол,участ,объединительн,собор","предава (0.042;0.870;0.536) ,анафем (0.286;0.490;0.519) ",0.164,0.68,0.528
Усик вменяем и поэтому невыгоден украинским нацистам — политолог Мирзаян,"усик,вменя,поэт,невыгодн,украинск,нацист,политолог,мирзая",усик (0.470;0.451;0.348) ,0.47,0.451,0.348
В Киеве объединились две раскольничьи церкви — УПЦ МП,"ки,объединя,раскольнич,церков,упц,мп",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
Политика умиротворения Порошенко повышает риски мировой войны – эксперт,"политик,умиротворен,порошенк,повыша,риск,миров,войн,эксперт",риск (0.240;0.816;0.438) ,0.24,0.816,0.438
"Медведчук: Проведение ""объединительного собора"" нарушает Конституцию Украины","медведчук,проведен,объединительн,собор,наруша,конституц,украин","проведен (0.656;0.557;0.443) ,наруша (0.357;0.618;0.472) ",0.506,0.588,0.458
Спикер Верховной рады пригласил патриарха Варфоломея выступить в парламенте,"спикер,верховн,рад,приглаша,патриарх,варфолом,выступа,парламент",рад (0.573;0.402;0.358) ,0.573,0.402,0.358
Песков: деятельность раскольников на Украине плотно перемешана с политикой,"песк,деятельн,раскольник,украин,плотн,перемеша,политик",перемеша (0.292;0.602;0.445) ,0.292,0.602,0.445
Парубий пригласил Варфоломея в Верховную Раду,"паруб,приглаша,варфолом,верховн,рад",рад (0.573;0.402;0.358) ,0.573,0.402,0.358
"Томосом по скрепам: социальные сети об ""объединительном соборе"" в Киеве","томос,скреп,социальн,сет,объединительн,собор,ки","скреп (0.458;0.585;0.529) ,ки (0.521;0.433;0.484) ",0.49,0.509,0.506
"Не может быть двух митрополитов: Епифаний озвучил ""новый"" титул Онуфрия","моч,митропол,епифан,озвучива,нов,титул,онуфр","моч (0.449;0.529;0.391) ,нов (0.917;0.490;0.582) ",0.683,0.51,0.486
Онищенко: Томос Порошенко уже не помог,"онищенк,томос,порошенк,помога",помога (0.930;0.624;0.471) ,0.93,0.624,0.471
"На Украине объявили ""охоту"" на священников УПЦ МП","украин,объявля,охот,священник,упц,мп",охот (0.327;0.806;0.588) ,0.327,0.806,0.588
