TITLE,TOKENS,TOKENS-VAD,V-MED,A-MED,D-MED
Лавра и упыри,"лавр,упыр",упыр (0.260;0.561;0.430) ,0.26,0.561,0.43
Зачем посланцы Константинополя привезли в Киев пособие по расизму,"посланец,константинопол,привоз,ки,пособ,расизм","ки (0.521;0.433;0.484) ,расизм (0.122;0.673;0.487) ",0.322,0.553,0.485
Киевский патриархат хочет получить томос до президентских выборов на Украине,"киевск,патриархат,хотет,получа,томос,президентск,выбор,украин",хотет (0.671;0.642;0.598) ,0.671,0.642,0.598
О ПОСЛАНИИ,послан,послан (0.604;0.417;0.535) ,0.604,0.417,0.535
Порошенко не в курсе,"порошенк,курс",курс (0.735;0.412;0.534) ,0.735,0.412,0.534
ОП Союзного государства: Константинополь подрывает межправославное единство,"оп,союзн,государств,константинопол,подрыва,межправославн,единств",подрыва (0.316;0.491;0.413) ,0.316,0.491,0.413
ООН: С мая по август на Украине было совершено 6 нападений на храмы Московского патриархата,"оон,ма,август,украин,соверша,нападен,храм,московск,патриархат",нападен (0.167;0.848;0.550) ,0.167,0.848,0.55
УПЦ МП: Националисты готовят 14 октября провокации в Почаевской и Киево-Печерской лаврах,"упц,мп,националист,готов,октябр,провокац,почаевск,киев,печерск,лавр",готов (0.847;0.500;0.412) ,0.847,0.5,0.412
УПЦ: Пусть Филарет считает не приходы,"упц,пуст,филарет,счита,приход",счита (0.500;0.562;0.547) ,0.5,0.562,0.547
Шухевич требует провести обыски православных Лавр на Украине,"шухевич,требова,провод,обыск,православн,лавр,украин",требова (0.398;0.439;0.560) ,0.398,0.439,0.56
Томософрения: последствия для православия и Украины,"томософрен,последств,православ,украин",последств (0.470;0.578;0.379) ,0.47,0.578,0.379
Экзарх Константинополя в Киеве оказался поклонником трудов украинского националиста,"экзарх,константинопол,ки,оказыва,поклонник,труд,украинск,националист","ки (0.521;0.433;0.484) ,поклонник (0.781;0.429;0.357) ",0.651,0.431,0.42
Томософрения: последствия для православия и Украины,"томософрен,последств,православ,украин",последств (0.470;0.578;0.379) ,0.47,0.578,0.379
ПОСЛЕДНИЕ СВОДКИ — 16.09.2018 (ОБНОВЛЯЕТСЯ!),"последн,сводк,обновля",обновля (0.656;0.633;0.541) ,0.656,0.633,0.541
"Украина напряглась в ожидании ""неожиданного сюрприза"" от Порошенко","украин,напряга,ожидан,неожида,сюрприз,порошенк","ожидан (0.581;0.622;0.558) ,неожида (0.500;0.720;0.333) ,сюрприз (0.875;0.875;0.562) ",0.652,0.739,0.484
РПЦ выходит из всех структур под председательством Константинопольского патриархата,"рпц,выход,ве,структур,председательств,константинопольск,патриархат",выход (0.490;0.429;0.287) ,0.49,0.429,0.287
РПЦ: Во всех храмах будут молиться за преодоление церковного раскола на Украине,"рпц,ве,храм,мол,преодолен,церковн,раскол,украин",мол (0.602;0.480;0.453) ,0.602,0.48,0.453
РПЦ: Вселенский патриархат нарушает правила,"рпц,вселенск,патриархат,наруша,прав","наруша (0.357;0.618;0.472) ,прав (0.458;0.473;0.444) ",0.407,0.545,0.458
РПЦ: Вселенский патриархат нарушает правила,"рпц,вселенск,патриархат,наруша,прав","наруша (0.357;0.618;0.472) ,прав (0.458;0.473;0.444) ",0.407,0.545,0.458
РПЦ: Во всех храмах будут молиться за преодоление церковного раскола на Украине,"рпц,ве,храм,мол,преодолен,церковн,раскол,украин",мол (0.602;0.480;0.453) ,0.602,0.48,0.453
РПЦ выходит из всех структур под председательством Константинопольского патриархата,"рпц,выход,ве,структур,председательств,константинопольск,патриархат",выход (0.490;0.429;0.287) ,0.49,0.429,0.287
Цифры и сценарий: Религиозная война на Украине станет следствием автокефалии,"цифр,сценар,религиозн,войн,украин,станов,следств,автокефал",следств (0.240;0.721;0.593) ,0.24,0.721,0.593
Патриарх Кирилл: Назначение Константинополем экзархов на Украине повторяет события 1920-х годов,"патриарх,кирилл,назначен,константинопол,экзарх,украин,повторя,событ,х,год",повторя (0.449;0.460;0.440) ,0.449,0.46,0.44
Константинополь отреагировал на возможные действия РПЦ в ответ на автокефалию украинской церкви,"константинопол,отреагирова,возможн,действ,рпц,ответ,автокефал,украинск,церков",действ (0.698;0.643;0.500) ,0.698,0.643,0.5
Представитель УПЦ сообщил на совещании ОБСЕ о нарушении прав прихожан Московского патриархата,"представител,упц,сообща,совещан,обс,нарушен,прав,прихожанин,московск,патриархат","сообща (0.418;0.442;0.567) ,нарушен (0.177;0.745;0.423) ,прав (0.458;0.473;0.444) ",0.351,0.553,0.478
РПЦ: Автокефалия Украины может привести к расколу,"рпц,автокефал,украин,моч,привод,раскол",моч (0.449;0.529;0.391) ,0.449,0.529,0.391
Крестовый поход против Православия как элемент гибридной войны,"крестов,поход,прот,православ,элемент,гибридн,войн",поход (0.615;0.442;0.538) ,0.615,0.442,0.538
"Тихон Гончаров: Новый церковный раскол разбивает попытки Москвы ""договориться"" о мягкой сдаче Украины","тихон,гончар,нов,церковн,раскол,разбива,попытк,москв,договарива,мягк,сдач,украин","гончар (0.573;0.417;0.482) ,нов (0.917;0.490;0.582) ,попытк (0.625;0.491;0.431) ",0.705,0.466,0.498
КОНСТАНТИНОПОЛЬСКИЙ ПАТРИАРХАТ НАЧАЛ ВОЙНУ,"константинопольск,патриархат,начина,войн",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
"Сможет ли украинская ""команда идиотов"" построить нацистское государство","смоч,украинск,команд,идиот,постро,нацистск,государств",идиот (0.086;0.567;0.113) ,0.086,0.567,0.113
Что стоит за действиями Константинопольского Патриарха на Украине,"стоя,действ,константинопольск,патриарх,украин",действ (0.698;0.643;0.500) ,0.698,0.643,0.5
"Сможет ли украинская ""команда идиотов"" построить нацистское государство","смоч,украинск,команд,идиот,постро,нацистск,государств",идиот (0.086;0.567;0.113) ,0.086,0.567,0.113
Легойда: РПЦ готовит жесткий ответ на действия Константинополя по Украине,"легойд,рпц,готов,жестк,ответ,действ,константинопол,украин","готов (0.847;0.500;0.412) ,действ (0.698;0.643;0.500) ",0.772,0.572,0.456
Константинопольский патриархат начал войну,"константинопольск,патриархат,начина,войн",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
РПЦ: Действия патриарха Варфоломея нужно предать межправославному церковному суду,"рпц,действ,патриарх,варфолом,нужн,предава,межправославн,церковн,суд","действ (0.698;0.643;0.500) ,предава (0.042;0.870;0.536) ",0.37,0.756,0.518
Шеслер: Томос — только повод. Цель — разрушение православия,"шеслер,томос,повод,цел,разрушен,православ","повод (0.700;0.451;0.398) ,цел (0.481;0.569;0.567) ,разрушен (0.031;0.696;0.288) ",0.404,0.572,0.418
"ГЛАВКОМ НАЧАЛ ТВОРЧЕСКИ ЭКСПЛУАТИРОВАТЬ КОНЦЕПЦИЮ ""NAZI 2.0""","главк,начина,творческ,эксплуатирова,концепц,nazi",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
Шеслер: Томос — только повод. Цель — разрушение православия,"шеслер,томос,повод,цел,разрушен,православ","повод (0.700;0.451;0.398) ,цел (0.481;0.569;0.567) ,разрушен (0.031;0.696;0.288) ",0.404,0.572,0.418
Монолог Константинопольского патриарха: Последствия решений Варфоломея могут оказаться непоправимыми,"монолог,константинопольск,патриарх,последств,решен,варфолом,моч,оказыва,непоправим","последств (0.470;0.578;0.379) ,моч (0.449;0.529;0.391) ,непоправим (0.061;0.530;0.430) ",0.327,0.546,0.4
РПЦЗ: Действия Константинополя на Украине угрожают единству православия,"рпцз,действ,константинопол,украин,угрожа,единств,православ","действ (0.698;0.643;0.500) ,угрожа (0.194;0.582;0.500) ",0.446,0.613,0.5
Константинопольский патриархат начал войну,"константинопольск,патриархат,начина,войн",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
"Порошенко: Украина не собирается ""спрашивать разрешения у России"" по вопросу автокефалии","порошенк,украин,собира,спрашива,разрешен,росс,вопрос,автокефал","спрашива (0.583;0.519;0.363) ,разрешен (0.388;0.462;0.490) ,вопрос (0.316;0.819;0.351) ",0.429,0.6,0.401
РПЦ: Патриарх Варфоломей хочет стать восточным Папой и контролировать все православие,"рпц,патриарх,варфолом,хотет,станов,восточн,пап,контролирова,ве,православ","хотет (0.671;0.642;0.598) ,восточн (0.541;0.408;0.402) ",0.606,0.525,0.5
РПЦ: Действия патриарха Варфоломея нужно предать межправославному церковному суду,"рпц,действ,патриарх,варфолом,нужн,предава,межправославн,церковн,суд","действ (0.698;0.643;0.500) ,предава (0.042;0.870;0.536) ",0.37,0.756,0.518
РПЦ: Действия патриарха Варфоломея нужно предать межправославному церковному суду,"рпц,действ,патриарх,варфолом,нужн,предава,межправославн,церковн,суд","действ (0.698;0.643;0.500) ,предава (0.042;0.870;0.536) ",0.37,0.756,0.518
Ничего мы у Путина спрашивать не будем,"ничт,путин,спрашива",спрашива (0.583;0.519;0.363) ,0.583,0.519,0.363
РПЦ ответит на назначение патриархом Варфоломеем американских епископов на Украине,"рпц,отвеча,назначен,патриарх,варфолом,американск,епископ,украин",отвеча (0.573;0.435;0.594) ,0.573,0.435,0.594
Заявления Константинополя вызывают недоумение — пресс-служба Московской Патриархии,"заявлен,константинопол,вызыва,недоумен,пресс,служб,московск,патриарх",недоумен (0.312;0.716;0.216) ,0.312,0.716,0.216
Заявления Константинополя вызывают недоумение - пресс-служба Московской Патриархии,"заявлен,константинопол,вызыва,недоумен,пресс,служб,московск,патриарх",недоумен (0.312;0.716;0.216) ,0.312,0.716,0.216
Автокефалия Украинской церкви: новому расколу быть?,"автокефал,украинск,церков,нов,раскол",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Андрей Стеценко - Раскольники врут о томосе как сивые мерины: обзор религиозной жизни Украины,"андр,стеценк,раскольник,врат,томос,сив,мерин,обзор,религиозн,жизн,украин",мерин (0.398;0.520;0.455) ,0.398,0.52,0.455
Глава пресс-службы УПЦ МП: У украинской власти нет шансов продлить свое существование,"глав,пресс,служб,упц,мп,украинск,власт,шанс,продля,сво,существован","глав (0.550;0.410;0.345) ,шанс (0.833;0.551;0.525) ",0.692,0.481,0.435
Томос для Украины: уврачевание или новый раскол,"томос,украин,уврачеван,нов,раскол",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Путь к Томосу и анафема Филарета. Что решили по Украине в Стамбуле,"пут,томос,анафем,филарет,реша,украин,стамбул","пут (0.646;0.410;0.519) ,анафем (0.286;0.490;0.519) ",0.466,0.45,0.519
Война всех против всех: В Украине стартовал новый политсезон,"войн,прот,украин,стартова,нов,политсезон",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Война всех против всех: В Украине стартовал новый политсезон,"войн,прот,украин,стартова,нов,политсезон",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Расколет все тело мирового православия. Томос: все сценарии,"раскалыва,тел,миров,православ,томос,ве,сценар","раскалыва (0.296;0.545;0.389) ,тел (0.694;0.461;0.571) ",0.495,0.503,0.48
Константинополь не может своим решением предоставить Украине Томос об автокефалии,"константинопол,моч,сво,решен,предоставля,украин,томос,автокефал",моч (0.449;0.529;0.391) ,0.449,0.529,0.391
"Константинопольский Патриархат не может принять решение, противоречащее позиции Русской Церкви","константинопольск,патриархат,моч,принима,решен,противореч,позиц,русск,церков","моч (0.449;0.529;0.391) ,противореч (0.160;0.598;0.482) ",0.304,0.564,0.436
Кровь не пугает власти. Украина на грани религиозной войны,"кров,пуга,власт,украин,гран,религиозн,войн","кров (0.219;0.684;0.585) ,пуга (0.439;0.491;0.441) ",0.329,0.588,0.513
"Сожрите друг друга: ""криптоватники"" в ожидании схватки Юли и Порошенко","сжира,друг,друг,криптоватник,ожидан,схватк,юл,порошенк","ожидан (0.581;0.622;0.558) ,юл (0.469;0.627;0.404) ",0.525,0.625,0.481
А ДРУГОГО ВЫХОДА НЕТ. ИЛИ ЖЕ ЕСТЬ? НЕ ЗНАЮ…,"выход,знат",выход (0.490;0.429;0.287) ,0.49,0.429,0.287
"Сожрите друг друга: ""криптоватники"" в ожидании схватки Юли и Порошенко","сжира,друг,друг,криптоватник,ожидан,схватк,юл,порошенк","ожидан (0.581;0.622;0.558) ,юл (0.469;0.627;0.404) ",0.525,0.625,0.481
Россия давно не получала по наглой морде,"росс,давн,получа,нагл,морд","нагл (0.292;0.640;0.518) ,морд (0.219;0.470;0.264) ",0.256,0.555,0.391
"Гримасы ""гибридной войны""","гримас,гибридн,войн",гримас (0.448;0.740;0.236) ,0.448,0.74,0.236
"Гримасы ""гибридной войны""","гримас,гибридн,войн",гримас (0.448;0.740;0.236) ,0.448,0.74,0.236
Украинская автокефалия – это элемент плана по расчленению Евразии.,"украинск,автокефал,эт,элемент,план,расчленен,евраз",расчленен (0.323;0.518;0.365) ,0.323,0.518,0.365
"Украинская автокефалия – это элемент плана по расчленению Евразии. Интервью Андрея Пургина ИА ""Антифашист""","украинск,автокефал,эт,элемент,план,расчленен,евраз,интерв,андр,пургин,и,антифашист","расчленен (0.323;0.518;0.365) ,и (0.510;0.435;0.508) ",0.416,0.477,0.436
Украина ждет падения гривны,"украин,ждат,паден,гривн",паден (0.516;0.583;0.397) ,0.516,0.583,0.397
Католичка Руслана Лыжечко на русском языке рекламирует Томос в соцсетях,"католичк,русла,лыжечк,русск,язык,рекламирова,томос,соцсет",рекламирова (0.500;0.529;0.580) ,0.5,0.529,0.58
В Киеве не сомневаются в обретении томоса и ждут массу перебежчиков из УПЦ МП,"ки,сомнева,обретен,томос,ждат,масс,перебежчик,упц,мп","ки (0.521;0.433;0.484) ,сомнева (0.224;0.560;0.189) ,обретен (0.745;0.741;0.520) ,перебежчик (0.163;0.696;0.286) ",0.413,0.607,0.37
"Деградация Украины - цена ""сдерживания"" России","деградац,украин,цен,сдерживан,росс","деградац (0.160;0.608;0.315) ,сдерживан (0.418;0.453;0.404) ",0.289,0.53,0.36
Церковная руина: готовность к религиозной войне,"церковн,руин,готовн,религиозн,войн",руин (0.250;0.490;0.248) ,0.25,0.49,0.248
"Деградация Украины — цена ""сдерживания"" России","деградац,украин,цен,сдерживан,росс","деградац (0.160;0.608;0.315) ,сдерживан (0.418;0.453;0.404) ",0.289,0.53,0.36
Церковная руина: готовность к религиозной войне,"церковн,руин,готовн,религиозн,войн",руин (0.250;0.490;0.248) ,0.25,0.49,0.248
"Деградация Украины - цена ""сдерживания"" России","деградац,украин,цен,сдерживан,росс","деградац (0.160;0.608;0.315) ,сдерживан (0.418;0.453;0.404) ",0.289,0.53,0.36
"Поп-расстрига Филарет при поддержке ""его святейшества"" Порошенко готовят передел церковного майна","поп,расстриг,филарет,поддержк,святейшеств,порошенк,готов,передел,церковн,майн","поп (0.673;0.510;0.491) ,готов (0.847;0.500;0.412) ",0.76,0.505,0.452
"Деградация Украины — цена ""сдерживания"" России","деградац,украин,цен,сдерживан,росс","деградац (0.160;0.608;0.315) ,сдерживан (0.418;0.453;0.404) ",0.289,0.53,0.36
Филарет признался: Война позволила ему увеличить число прихожан,"филарет,признава,войн,позволя,увеличива,числ,прихожанин","позволя (0.698;0.429;0.538) ,числ (0.542;0.420;0.518) ",0.62,0.424,0.528
Крестный ход в Киеве – изнутри,"крестн,ход,ки,изнутр","ход (0.643;0.412;0.450) ,ки (0.521;0.433;0.484) ",0.582,0.422,0.467
Филарет признался: Война позволила ему увеличить число прихожан,"филарет,признава,войн,позволя,увеличива,числ,прихожанин","позволя (0.698;0.429;0.538) ,числ (0.542;0.420;0.518) ",0.62,0.424,0.528
Томос просят для отсутствующих прихожан: в Сети ищут фото массового Крестного хода филаретовских раскольников,"томос,прос,отсутств,прихожанин,сет,иска,фот,массов,крестн,ход,филаретовск,раскольник","прос (0.531;0.440;0.459) ,иска (0.622;0.429;0.482) ,ход (0.643;0.412;0.450) ",0.599,0.427,0.464
Украина в шаге от нового раскола и религиозной войны,"украин,шаг,нов,раскол,религиозн,войн",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Томос просят для отсутствующих прихожан: в Сети ищут фото массового Крестного хода филаретовских раскольников,"томос,прос,отсутств,прихожанин,сет,иска,фот,массов,крестн,ход,филаретовск,раскольник","прос (0.531;0.440;0.459) ,иска (0.622;0.429;0.482) ,ход (0.643;0.412;0.450) ",0.599,0.427,0.464
Митрополит Иларион: украинская автокефалия абсурдна по церковному праву,"митропол,иларион,украинск,автокефал,абсурдн,церковн,прав",прав (0.458;0.473;0.444) ,0.458,0.473,0.444
На пути в Европу: Украинский режиссер предложил вернуть страну в средние века,"пут,европ,украинск,режиссер,предлага,вернут,стран,средн,век","пут (0.646;0.410;0.519) ,предлага (0.750;0.745;0.596) ,вернут (0.602;0.412;0.463) ",0.666,0.522,0.526
ПОСЛЕДНИЕ СВОДКИ — 27.07.2018 (ОБНОВЛЯЕТСЯ!),"последн,сводк,обновля",обновля (0.656;0.633;0.541) ,0.656,0.633,0.541
Накануне Крестного хода в Киеве Порошенко пытается его сорвать,"наканун,крестн,ход,ки,порошенк,пыта,сорва","ход (0.643;0.412;0.450) ,ки (0.521;0.433;0.484) ,пыта (0.062;0.890;0.361) ",0.409,0.578,0.432
Украинские силовики не пускают православных на Крестный ход в Киеве,"украинск,силовик,пуска,православн,крестн,ход,ки","ход (0.643;0.412;0.450) ,ки (0.521;0.433;0.484) ",0.582,0.422,0.467
Украинские силовики не пускают православных на Крестный ход в Киеве,"украинск,силовик,пуска,православн,крестн,ход,ки","ход (0.643;0.412;0.450) ,ки (0.521;0.433;0.484) ",0.582,0.422,0.467
Константинополь не должен пасть!,"константинопол,должн,паст",паст (0.592;0.500;0.474) ,0.592,0.5,0.474
Православие украинского разлива: Патриарх хвалит Гитлера и благословляет на убийства,"православ,украинск,разл,патриарх,хвал,гитлер,благословля,убийств","благословля (0.677;0.438;0.481) ,убийств (0.083;0.941;0.525) ",0.38,0.69,0.503
Константинополь не должен пасть!,"константинопол,должн,паст",паст (0.592;0.500;0.474) ,0.592,0.5,0.474
Пушилин: Киевский режим провоцирует религиозный конфликт на Украине,"пушилин,киевск,реж,провоцирова,религиозн,конфликт,украин",конфликт (0.335;0.906;0.471) ,0.335,0.906,0.471
Рудяков: Порошенко начал президентскую кампанию с крайне воинственных заявлений,"рудяк,порошенк,начина,президентск,кампан,крайн,воинствен,заявлен","начина (0.490;0.480;0.387) ,воинствен (0.344;0.680;0.594) ",0.417,0.58,0.49
Пушилин: Киевский режим провоцирует религиозный конфликт на Украине,"пушилин,киевск,реж,провоцирова,религиозн,конфликт,украин",конфликт (0.335;0.906;0.471) ,0.335,0.906,0.471
"Андрей Стеценко - ""Отступить под давлением Москвы нельзя!"": идёт война за церковь на Украине","андр,стеценк,отступа,давлен,москв,ид,т,войн,церков,украин",отступа (0.312;0.525;0.278) ,0.312,0.525,0.278
На плечи патриарха Кирилла легла огромная ответственность,"плеч,патриарх,кирилл,лож,огромн,ответствен",лож (0.130;0.725;0.272) ,0.13,0.725,0.272
ОСЬ АВАКОВ-ГРОЙСМАН: ПРОКТОЛОГИЧЕСКИЙ АСПЕКТ,"о,авак,гройсма,проктологическ,аспект",аспект (0.479;0.469;0.588) ,0.479,0.469,0.588
Прольётся кровь: РПЦ предостерегает от попыток захвата храмов на Украине,"прол,тся,кров,рпц,предостерега,попытк,захват,храм,украин","прол (0.438;0.433;0.412) ,кров (0.219;0.684;0.585) ,предостерега (0.510;0.541;0.519) ,попытк (0.625;0.491;0.431) ,захват (0.357;0.650;0.537) ",0.43,0.56,0.497
Ось Аваков-Гройсман: проктологический аспект,"о,авак,гройсма,проктологическ,аспект",аспект (0.479;0.469;0.588) ,0.479,0.469,0.588
В РПЦ предупредили: Легитимация раскола на Украине обернется кровопролитием,"рпц,предупрежда,легитимац,раскол,украин,обертыва,кровопролит","предупрежда (0.429;0.647;0.564) ,кровопролит (0.048;0.942;0.525) ",0.238,0.794,0.544
В РПЦ предупредили: Легитимация раскола на Украине обернется кровопролитием,"рпц,предупрежда,легитимац,раскол,украин,обертыва,кровопролит","предупрежда (0.429;0.647;0.564) ,кровопролит (0.048;0.942;0.525) ",0.238,0.794,0.544
Зачем Киев готов развязать религиозную войну,"ки,готов,развязыва,религиозн,войн","ки (0.521;0.433;0.484) ,готов (0.847;0.500;0.412) ,развязыва (0.542;0.463;0.472) ",0.637,0.465,0.456
Петр Порошенко: в ожидании указания небес,"петр,порошенк,ожидан,указан,неб","ожидан (0.581;0.622;0.558) ,указан (0.406;0.673;0.500) ",0.493,0.647,0.529
"Уроки одного Томоса: почему Украине не нужен ""польский сценарий""","урок,томос,поч,украин,нужн,польск,сценар",урок (0.704;0.577;0.593) ,0.704,0.577,0.593
Шизофрения и высокая политика: Зачем Россия поддерживает русофобскую Украину?,"шизофрен,высок,политик,росс,поддержива,русофобск,украин","шизофрен (0.092;0.880;0.435) ,поддержива (0.708;0.471;0.569) ",0.4,0.675,0.502
Шизофрения и высокая политика: Зачем Россия поддерживает русофобскую Украину?,"шизофрен,высок,политик,росс,поддержива,русофобск,украин","шизофрен (0.092;0.880;0.435) ,поддержива (0.708;0.471;0.569) ",0.4,0.675,0.502
"Создатели самостийной церкви"" на Украине следуют курсу Запада на расчеловечивание""","создател,самостийн,церков,украин,следова,курс,запад,расчеловечиван",курс (0.735;0.412;0.534) ,0.735,0.412,0.534
Украинский лжепатриарх Филарет шантажирует православные церкви Московского патриархата на Украине,"украинск,лжепатриарх,филарет,шантажирова,православн,церков,московск,патриархат,украин",шантажирова (0.094;0.802;0.482) ,0.094,0.802,0.482
